9,12/05/09,Paid,credit,Tim,Computer Super Store,home,Home Theatre Package with DVD-Audio/Video Play,690,0,100,69000.00
9,12/06/09,Paid,credit,Tim,Computer Super Store,tv,"18"" Flat Panel Graphics Monitor",44.99,0,50,2249.50
9,12/07/09,Paid,credit,Tim,Computer Super Store,key1,Envoy External Keyboard,39.99,0,10,399.90
9,12/08/09,Paid,credit,Tim,Computer Super Store,delux,Deluxe Mouse,49.99,0,10,499.90
9,12/09/09,Paid,credit,Tim,Computer Super Store,rest,Keyboard Wrist Rest,18.99,0,10,189.90 
9,12/10/09,Paid,credit,Tim,Computer Super Store,cd,CD-R Mini Discs,15.99,0,10,159.90
9,12/11/09,Paid,credit,Tim,Computer Super Store,cd,Music CD-R,28.99,0,10,289.90
10,12/01/12,Paid,credit,Tim,Bug,cd2,"CD-RW, High Speed, Pack of 10",25,0,100,2500.00
10,12/02/12,Paid,credit,Tim,Bug,cd2,"CD-RW, High Speed Pack of 5",25,0,5,125.00
10,12/03/12,Paid,credit,Tim,Bug,modem,Modem/fax 28800 baud, 44.99 ,0,5,224.95
10,12/04/12,Paid,credit,Tim,Bug,tv,"17"" LCD w/built-in HDTV Tuner",120,1,5,600.00
10,12/05/12,Paid,credit,Tim,Bug,cam,"Mini DV Camcorder with 3.5"" Swivel LCD",450,1,5,2250.00
10,12/02/12,Paid,credit,Tim,Bug,bag,Envoy Bag,99.99,0,100,9999.00
10,12/03/12,Paid,credit,Tim,Bug,bag,Laptop carrying case,89,0,45,4005.00
10,12/04/12,Paid,credit,Tim,Bug,home,Home Theatre Package with DVD-Audio/Video Play,690,0,44,30360.00
10,12/05/12,Paid,credit,Tim,Bug,tv,"18"" Flat Panel Graphics Monitor",44.99,0,100,4499.00
10,12/06/12,Paid,credit,Tim,Bug,key1,Envoy External Keyboard,39.99,0,300,11997.00
